,NAME,HKSE,SEHKENG,GICS,GICSCODE,GICSENG,LOTSIZE
08350.HK,骏溢环球金融,金融业,Financials,金融,40,Financials,8000
08351.HK,俊文宝石,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,20000
08353.HK,安科系统,资讯科技业,Information Technology,信息技术,45,Information Technology,3000
08356.HK,中国新华电视,地产建筑业,Properties & Construction,工业,20,Industrials,10000
08357.HK,REPUBLIC HC,医疗保健业,Healthcare,医疗保健,35,Health Care,5000
08360.HK,利骏集团香港,地产建筑业,Properties & Construction,工业,20,Industrials,4000
08362.HK,运兴泰集团,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,20000
08363.HK,SDM GROUP,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
08365.HK,建泉国际控股,金融业,Financials,金融,40,Financials,5000
08366.HK,浙江联合投资,地产建筑业,Properties & Construction,工业,20,Industrials,10000
08367.HK,倩碧控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08368.HK,中国创意控股,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,1000
08370.HK,智昇集团控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,8000
08371.HK,尝高美集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
08372.HK,君百延集团,医疗保健业,Healthcare,医疗保健,35,Health Care,10000
08373.HK,靛蓝星,地产建筑业,Properties & Construction,工业,20,Industrials,5000
08375.HK,弘浩国际控股,工业,Industrials,信息技术,45,Information Technology,10000
08377.HK,申酉控股(新),非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08379.HK,汇安智能,资讯科技业,Information Technology,医疗保健,35,Health Care,10000
08383.HK,东骏控股,工业,Industrials,原材料,15,Materials,8000
08385.HK,万里印刷,非必需性消费,Consumer Discretionary,工业,20,Industrials,10000
08391.HK,精雅印刷集团,工业,Industrials,工业,20,Industrials,4000
08392.HK,舍图控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08395.HK,齐家控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,20000
08400.HK,亚洲先锋娱乐,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08401.HK,源想集团,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,2000
08402.HK,GT STEEL GROUP,地产建筑业,Properties & Construction,工业,20,Industrials,5000
08403.HK,天平道合,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,20000
08405.HK,恒智控股,非必需性消费,Consumer Discretionary,医疗保健,35,Health Care,4000
08406.HK,合宝丰年,非必需性消费,Consumer Discretionary,工业,20,Industrials,10000
08411.HK,K W NELSON GP,地产建筑业,Properties & Construction,工业,20,Industrials,10000
08412.HK,高门集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08413.HK,亚洲杂货,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,10000
08416.HK,HM INTL HLDGS,工业,Industrials,工业,20,Industrials,5000
08417.HK,大地教育,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08418.HK,傲迪玛汽车,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08419.HK,AV策划推广,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,5000
08420.HK,NEXION TECH,资讯科技业,Information Technology,信息技术,45,Information Technology,5000
08422.HK,WT集团,地产建筑业,Properties & Construction,工业,20,Industrials,10000
08423.HK,CHI HO DEV,地产建筑业,Properties & Construction,工业,20,Industrials,10000
08425.HK,兴铭控股,工业,Industrials,工业,20,Industrials,4000
08426.HK,雅居投资控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,10000
08427.HK,瑞强集团,地产建筑业,Properties & Construction,工业,20,Industrials,8000
08428.HK,国茂控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,12000
08429.HK,冰雪集团,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,5000
08430.HK,春能控股,工业,Industrials,工业,20,Industrials,5000
08431.HK,浩柏国际,非必需性消费,Consumer Discretionary,工业,20,Industrials,10000
08432.HK,太平洋酒吧,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08436.HK,德宝集团控股,非必需性消费,Consumer Discretionary,日常消费品,30,Consumer Staples,5000
08437.HK,德斯控股,医疗保健业,Healthcare,医疗保健,35,Health Care,8000
08439.HK,新百利融资,金融业,Financials,金融,40,Financials,2000
08441.HK,国际永胜集团,非必需性消费,Consumer Discretionary,工业,20,Industrials,10000
08445.HK,怡康泰工程集团,地产建筑业,Properties & Construction,工业,20,Industrials,10000
08446.HK,ITP HOLDINGS,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,10000
08447.HK,MS CONCEPT,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08448.HK,环球印馆,工业,Industrials,工业,20,Industrials,20000
08450.HK,钜京控股,工业,Industrials,工业,20,Industrials,10000
08451.HK,日光控股,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,10000
08452.HK,富银融资股份,金融业,Financials,金融,40,Financials,2000
08455.HK,礼建德集团,地产建筑业,Properties & Construction,非日常生活消费品,25,Consumer Discretionary,10000
08456.HK,民信国际控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
08460.HK,基地锦标集团,地产建筑业,Properties & Construction,工业,20,Industrials,10000
08462.HK,桥英控股,非必需性消费,Consumer Discretionary,工业,20,Industrials,5000
08465.HK,高科桥,资讯科技业,Information Technology,通讯服务,50,Communication Services,2000
08471.HK,新达控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08472.HK,立高控股,非必需性消费,Consumer Discretionary,工业,20,Industrials,5000
08473.HK,弥明生活百货,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08475.HK,千盛集团控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,5000
08476.HK,大洋环球控股,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,2000
08479.HK,金泰丰国际控股,能源业,Energy,非日常生活消费品,25,Consumer Discretionary,4000
08480.HK,飞霓控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
08481.HK,盛龙锦秀国际,工业,Industrials,工业,20,Industrials,5000
08482.HK,万励达,工业,Industrials,工业,20,Industrials,10000
08483.HK,名仕快相,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,8000
08485.HK,竣球控股,工业,Industrials,工业,20,Industrials,10000
08487.HK,ISP GLOBAL,资讯科技业,Information Technology,信息技术,45,Information Technology,10000
08490.HK,骏码科技,工业,Industrials,信息技术,45,Information Technology,5000
08491.HK,COOL LINK,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,5000
08493.HK,龙皇集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,12000
08495.HK,1957 & CO.,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
08496.HK,新加坡美食控股,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,2500
08500.HK,天泓文创,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,2000
08501.HK,庄皇集团公司,地产建筑业,Properties & Construction,非日常生活消费品,25,Consumer Discretionary,2000
08502.HK,远航港口,工业,Industrials,工业,20,Industrials,8000
08506.HK,福纺控股,工业,Industrials,非日常生活消费品,25,Consumer Discretionary,12000
08507.HK,爱世纪集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
08509.HK,威扬酒业控股,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,4000
08510.HK,TOPSTANDARDCORP,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,8000
08511.HK,ZC TECH GP,工业,Industrials,工业,20,Industrials,4000
08512.HK,凯富善集团控股,非必需性消费,Consumer Discretionary,日常消费品,30,Consumer Staples,10000
08513.HK,官酝控股,医疗保健业,Healthcare,医疗保健,35,Health Care,4000
08516.HK,广骏集团控股,地产建筑业,Properties & Construction,工业,20,Industrials,1000
08519.HK,佳民集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08521.HK,智纺国际控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,5000
08523.HK,常满控股,地产建筑业,Properties & Construction,工业,20,Industrials,5000
08525.HK,百应控股,金融业,Financials,金融,40,Financials,2000
08526.HK,荣丰集团亚洲,地产建筑业,Properties & Construction,非日常生活消费品,25,Consumer Discretionary,10000
08527.HK,聚利宝控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,5000
08532.HK,宝发控股,地产建筑业,Properties & Construction,工业,20,Industrials,8000
08535.HK,荧德控股,地产建筑业,Properties & Construction,工业,20,Industrials,20000
08536.HK,TL NATURAL GAS,能源业,Energy,能源,10,Energy,10000
08537.HK,创辉珠宝,非必需性消费,Consumer Discretionary,原材料,15,Materials,10000
08540.HK,胜利证券,金融业,Financials,金融,40,Financials,2000
08545.HK,佰悦集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,8000
08547.HK,PACIFIC LEGEND,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08565.HK,环球战略集团-旧,原材料业,Materials,工业,20,Industrials,500
08566.HK,申酉控股(旧),非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
08568.HK,HMVOD(旧),非必需性消费,Consumer Discretionary,信息技术,45,Information Technology,200
08569.HK,壹家壹品(旧),非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,400
08601.HK,宝燵控股,地产建筑业,Properties & Construction,工业,20,Industrials,10000
08603.HK,亮晴控股,医疗保健业,Healthcare,医疗保健,35,Health Care,10000
08606.HK,倢冠控股,资讯科技业,Information Technology,信息技术,45,Information Technology,10000
08607.HK,纳尼亚集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,5000
08609.HK,永续农业,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,10000
08611.HK,MINDTELL TECH,资讯科技业,Information Technology,信息技术,45,Information Technology,5000
08612.HK,维亮控股,工业,Industrials,工业,20,Industrials,10000
08613.HK,东方支付集团控股,资讯科技业,Information Technology,金融,40,Financials,10000
08616.HK,新威工程集团,地产建筑业,Properties & Construction,工业,20,Industrials,10000
08617.HK,永联丰控股,工业,Industrials,工业,20,Industrials,5000
08619.HK,WAC HOLDINGS,地产建筑业,Properties & Construction,工业,20,Industrials,2000
08620.HK,亚洲速运,工业,Industrials,工业,20,Industrials,5000
08621.HK,METROPOLIS CAP,金融业,Financials,金融,40,Financials,8000
08622.HK,华康生物医学,医疗保健业,Healthcare,医疗保健,35,Health Care,8000
08623.HK,中国蜀塔,工业,Industrials,工业,20,Industrials,10000
08627.HK,旅橙文化,非必需性消费,Consumer Discretionary,工业,20,Industrials,8000
08631.HK,申港控股,能源业,Energy,能源,10,Energy,10000
08635.HK,连成科技集团,资讯科技业,Information Technology,金融,40,Financials,4000
08645.HK,NOMAD TECH,资讯科技业,Information Technology,信息技术,45,Information Technology,6000
08646.HK,中国宏光,工业,Industrials,原材料,15,Materials,3000
08659.HK,易和国际控股,工业,Industrials,工业,20,Industrials,5000
08668.HK,瀛海集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
